time	peer	dir	hex	kind	name	detail
2026-09-18T11:00:03.938	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:03.947	processor:33730	rx	81 09 04 62 FF	inquiry	FreezeFrame	
2026-09-18T11:00:03.947	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:03.959	processor:33730	rx	81 09 04 47 FF	inquiry	ZoomPosition	
2026-09-18T11:00:03.959	processor:33730	tx	90 50 01 0F 04 00 FF	reply		
2026-09-18T11:00:03.969	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:03.970	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:03.980	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:03.980	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:03.990	processor:33730	rx	81 C2 09 08 FF	inquiry	CameraOutput	
2026-09-18T11:00:03.991	processor:33730	tx	90 50 01 01 FF	reply		
2026-09-18T11:00:06.974	processor:33730	rx	81 09 04 00 FF	inquiry	Power	
2026-09-18T11:00:06.974	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:07.019	processor:33730	rx	81 09 08 01 FF	inquiry	TrackingFraming	
2026-09-18T11:00:07.019	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:07.040	processor:33730	rx	81 09 04 39 FF	inquiry	AutoExposure	
2026-09-18T11:00:07.040	processor:33730	tx	90 50 00 FF	reply		
2026-09-18T11:00:07.060	processor:33730	rx	81 09 04 35 FF	inquiry	WhiteBalance	
2026-09-18T11:00:07.061	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:07.082	processor:33730	rx	81 09 04 38 FF	inquiry	AutoFocus	
2026-09-18T11:00:07.083	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:07.101	processor:33730	rx	81 09 04 33 FF	inquiry	Backlight	
2026-09-18T11:00:07.101	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:07.110	processor:33730	rx	81 09 04 62 FF	inquiry	FreezeFrame	
